window_index,symbol,environment,scene_root_id,anchor_ob_id,partner_ob_id,pair_type,partner_timing,pair_known_at,departure_at,zone_low,zone_high,planned_entry,target_id,target_price,formation_stop,protected_stop,side
5,BTCUSDT,btc_range,BTCUSDT:v06-owned-m15:short:2026-06-09T11:00:00+00:00,BTCUSDT:15m:ob:double_3c:short:2026-06-09T10:30:00+00:00:2026-06-09T10:45:00+00:00:2026-06-09T11:00:00+00:00,BTCUSDT:5m:ob:simple_2c:short:2026-06-09T10:55:00+00:00:2026-06-09T11:00:00+00:00,m15_m5,at_anchor_close,2026-06-09T11:15:00+00:00,2026-06-09T11:15:00+00:00,62707.1,62749.0,62707.1,BTCUSDT:15m:ob:double_3c:long:2026-06-08T05:15:00+00:00:2026-06-08T05:30:00+00:00:2026-06-08T05:45:00+00:00|BTCUSDT:15m:ob:simple_2c:long:2026-06-08T05:30:00+00:00:2026-06-08T05:45:00+00:00,62694.8,62797.5,63481.9,short
5,BTCUSDT,btc_range,BTCUSDT:v06-owned-m15:short:2026-06-10T00:30:00+00:00,BTCUSDT:15m:ob:simple_2c:short:2026-06-10T00:15:00+00:00:2026-06-10T00:30:00+00:00,BTCUSDT:5m:ob:double_3c:short:2026-06-10T00:20:00+00:00:2026-06-10T00:25:00+00:00:2026-06-10T00:30:00+00:00,m15_m5,at_anchor_close,2026-06-10T00:45:00+00:00,2026-06-10T00:45:00+00:00,61808.2,61826.4,61808.2,BTCUSDT:15m:fvg:long:2026-06-09T16:45:00+00:00:2026-06-09T17:00:00+00:00:2026-06-09T17:15:00+00:00|BTCUSDT:1h:fvg:long:2026-06-09T16:00:00+00:00:2026-06-09T17:00:00+00:00:2026-06-09T18:00:00+00:00,61565.8,61851.8,61856.0,short
5,BTCUSDT,btc_range,BTCUSDT:v06-owned-m15:long:2026-06-10T00:45:00+00:00,BTCUSDT:15m:ob:double_3c:long:2026-06-10T00:15:00+00:00:2026-06-10T00:30:00+00:00:2026-06-10T00:45:00+00:00,BTCUSDT:5m:ob:simple_2c:long:2026-06-10T00:40:00+00:00:2026-06-10T00:45:00+00:00,m15_m5,at_anchor_close,2026-06-10T01:00:00+00:00,2026-06-10T01:00:00+00:00,61493.3,61552.7,61552.7,BTCUSDT:15m:fvg:short:2026-06-09T21:00:00+00:00:2026-06-09T21:15:00+00:00:2026-06-09T21:30:00+00:00|BTCUSDT:15m:pivot:high:2026-06-09T22:30:00+00:00:61956.4,61883.5,61422.9,61519.9,long
5,BTCUSDT,btc_range,BTCUSDT:v06-owned-m15:long:2026-06-11T00:00:00+00:00,BTCUSDT:15m:ob:simple_2c:long:2026-06-10T23:45:00+00:00:2026-06-11T00:00:00+00:00,BTCUSDT:5m:ob:simple_2c:long:2026-06-10T23:55:00+00:00:2026-06-11T00:00:00+00:00,m15_m5,at_anchor_close,2026-06-11T00:15:00+00:00,2026-06-11T00:15:00+00:00,61476.4,61510.4,61510.4,BTCUSDT:15m:ob:simple_2c:short:2026-06-10T21:30:00+00:00:2026-06-10T21:45:00+00:00|BTCUSDT:1h:fvg:short:2026-06-10T20:00:00+00:00:2026-06-10T21:00:00+00:00:2026-06-10T22:00:00+00:00,61543.4,61439.7,61127.3,long
5,BTCUSDT,btc_range,BTCUSDT:v06-owned-m15:short:2026-06-11T12:15:00+00:00,BTCUSDT:15m:ob:double_3c:short:2026-06-11T11:45:00+00:00:2026-06-11T12:00:00+00:00:2026-06-11T12:15:00+00:00,BTCUSDT:5m:ob:simple_2c:short:2026-06-11T11:50:00+00:00:2026-06-11T11:55:00+00:00,m15_m5,at_anchor_close,2026-06-11T12:30:00+00:00,2026-06-11T12:30:00+00:00,63112.4,63122.9,63112.4,BTCUSDT:1h:fvg:long:2026-06-11T09:00:00+00:00:2026-06-11T10:00:00+00:00:2026-06-11T11:00:00+00:00,63014.0,63225.4,63236.0,short
5,BTCUSDT,btc_range,BTCUSDT:v06-owned-m15:short:2026-06-12T05:30:00+00:00,BTCUSDT:15m:ob:simple_2c:short:2026-06-12T05:15:00+00:00:2026-06-12T05:30:00+00:00,BTCUSDT:5m:ob:simple_2c:short:2026-06-12T05:25:00+00:00:2026-06-12T05:30:00+00:00,m15_m5,at_anchor_close,2026-06-12T05:45:00+00:00,2026-06-12T05:45:00+00:00,63456.9,63460.3,63456.9,BTCUSDT:15m:fvg:long:2026-06-10T23:00:00+00:00:2026-06-10T23:15:00+00:00:2026-06-10T23:30:00+00:00|BTCUSDT:15m:fvg:long:2026-06-10T23:45:00+00:00:2026-06-11T00:00:00+00:00:2026-06-11T00:15:00+00:00|BTCUSDT:15m:fvg:long:2026-06-11T00:00:00+00:00:2026-06-11T00:15:00+00:00:2026-06-11T00:30:00+00:00|BTCUSDT:15m:fvg:long:2026-06-11T00:45:00+00:00:2026-06-11T01:00:00+00:00:2026-06-11T01:15:00+00:00|BTCUSDT:15m:fvg:long:2026-06-11T03:15:00+00:00:2026-06-11T03:30:00+00:00:2026-06-11T03:45:00+00:00|BTCUSDT:15m:fvg:long:2026-06-11T17:00:00+00:00:2026-06-11T17:15:00+00:00:2026-06-11T17:30:00+00:00|BTCUSDT:15m:fvg:long:2026-06-11T17:15:00+00:00:2026-06-11T17:30:00+00:00:2026-06-11T17:45:00+00:00|BTCUSDT:15m:ob:simple_2c:long:2026-06-10T12:15:00+00:00:2026-06-10T12:30:00+00:00|BTCUSDT:15m:ob:simple_2c:long:2026-06-10T23:00:00+00:00:2026-06-10T23:15:00+00:00|BTCUSDT:15m:ob:simple_2c:long:2026-06-10T23:45:00+00:00:2026-06-11T00:00:00+00:00|BTCUSDT:15m:ob:simple_2c:long:2026-06-11T17:00:00+00:00:2026-06-11T17:15:00+00:00|BTCUSDT:15m:ob:simple_2c:long:2026-06-11T20:30:00+00:00:2026-06-11T20:45:00+00:00|BTCUSDT:15m:pivot:low:2026-06-10T22:15:00+00:00:61069.5|BTCUSDT:15m:pivot:low:2026-06-10T23:15:00+00:00:61127.4|BTCUSDT:15m:pivot:low:2026-06-11T02:30:00+00:00:61914.6|BTCUSDT:15m:pivot:low:2026-06-11T17:15:00+00:00:62315|BTCUSDT:15m:pivot:low:2026-06-11T20:45:00+00:00:63239.8|BTCUSDT:15m:pivot:low:2026-06-12T01:15:00+00:00:63258|BTCUSDT:1h:fvg:long:2026-06-10T23:00:00+00:00:2026-06-11T00:00:00+00:00:2026-06-11T01:00:00+00:00|BTCUSDT:1h:fvg:long:2026-06-11T02:00:00+00:00:2026-06-11T03:00:00+00:00:2026-06-11T04:00:00+00:00|BTCUSDT:1h:fvg:long:2026-06-11T16:00:00+00:00:2026-06-11T17:00:00+00:00:2026-06-11T18:00:00+00:00|BTCUSDT:1h:ob:double_3c:long:2026-06-10T10:00:00+00:00:2026-06-10T11:00:00+00:00:2026-06-10T12:00:00+00:00|BTCUSDT:1h:ob:double_3c:long:2026-06-11T15:00:00+00:00:2026-06-11T16:00:00+00:00:2026-06-11T17:00:00+00:00|BTCUSDT:1h:ob:simple_2c:long:2026-06-10T11:00:00+00:00:2026-06-10T12:00:00+00:00|BTCUSDT:1h:ob:simple_2c:long:2026-06-11T02:00:00+00:00:2026-06-11T03:00:00+00:00|BTCUSDT:1h:ob:simple_2c:long:2026-06-11T16:00:00+00:00:2026-06-11T17:00:00+00:00|BTCUSDT:1h:pivot:low:2026-06-10T22:00:00+00:00:61069.5|BTCUSDT:1h:pivot:low:2026-06-11T17:00:00+00:00:62315|BTCUSDT:1h:pivot:low:2026-06-11T20:00:00+00:00:63239.8|BTCUSDT:1h:pivot:low:2026-06-12T01:00:00+00:00:63258|BTCUSDT:4h:fvg:long:2026-06-10T20:00:00+00:00:2026-06-11T00:00:00+00:00:2026-06-11T04:00:00+00:00|BTCUSDT:4h:fvg:long:2026-06-11T12:00:00+00:00:2026-06-11T16:00:00+00:00:2026-06-11T20:00:00+00:00|BTCUSDT:4h:ob:double_3c:long:2026-06-10T04:00:00+00:00:2026-06-10T08:00:00+00:00:2026-06-10T12:00:00+00:00|BTCUSDT:4h:ob:simple_2c:long:2026-06-10T08:00:00+00:00:2026-06-10T12:00:00+00:00|BTCUSDT:4h:ob:simple_2c:long:2026-06-10T20:00:00+00:00:2026-06-11T00:00:00+00:00|BTCUSDT:4h:ob:simple_2c:long:2026-06-11T12:00:00+00:00:2026-06-11T16:00:00+00:00|BTCUSDT:4h:pivot:low:2026-06-11T16:00:00+00:00:62315,63352.5,63499.4,63849.7,short
5,BTCUSDT,btc_range,BTCUSDT:v06-owned-m15:short:2026-06-12T18:45:00+00:00,BTCUSDT:15m:ob:double_3c:short:2026-06-12T18:15:00+00:00:2026-06-12T18:30:00+00:00:2026-06-12T18:45:00+00:00,BTCUSDT:5m:ob:simple_2c:short:2026-06-12T18:40:00+00:00:2026-06-12T18:45:00+00:00,m15_m5,at_anchor_close,2026-06-12T19:00:00+00:00,2026-06-12T19:00:00+00:00,63805.8,63834.1,63805.8,BTCUSDT:15m:pivot:low:2026-06-12T18:15:00+00:00:63640.6,63640.6,63885.1,63906.5,short
5,BTCUSDT,btc_range,BTCUSDT:v06-owned-m15:short:2026-06-12T19:30:00+00:00,BTCUSDT:15m:ob:simple_2c:short:2026-06-12T19:15:00+00:00:2026-06-12T19:30:00+00:00,BTCUSDT:5m:ob:simple_2c:short:2026-06-12T19:35:00+00:00:2026-06-12T19:40:00+00:00,m15_m5,at_anchor_close,2026-06-12T19:45:00+00:00,2026-06-12T19:45:00+00:00,63677.1,63678.3,63677.1,BTCUSDT:15m:fvg:long:2026-06-10T23:00:00+00:00:2026-06-10T23:15:00+00:00:2026-06-10T23:30:00+00:00|BTCUSDT:15m:fvg:long:2026-06-10T23:45:00+00:00:2026-06-11T00:00:00+00:00:2026-06-11T00:15:00+00:00|BTCUSDT:15m:fvg:long:2026-06-11T00:00:00+00:00:2026-06-11T00:15:00+00:00:2026-06-11T00:30:00+00:00|BTCUSDT:15m:fvg:long:2026-06-11T00:45:00+00:00:2026-06-11T01:00:00+00:00:2026-06-11T01:15:00+00:00|BTCUSDT:15m:fvg:long:2026-06-11T03:15:00+00:00:2026-06-11T03:30:00+00:00:2026-06-11T03:45:00+00:00|BTCUSDT:15m:fvg:long:2026-06-11T17:00:00+00:00:2026-06-11T17:15:00+00:00:2026-06-11T17:30:00+00:00|BTCUSDT:15m:fvg:long:2026-06-12T13:45:00+00:00:2026-06-12T14:00:00+00:00:2026-06-12T14:15:00+00:00|BTCUSDT:15m:ob:simple_2c:long:2026-06-10T12:15:00+00:00:2026-06-10T12:30:00+00:00|BTCUSDT:15m:ob:simple_2c:long:2026-06-10T23:00:00+00:00:2026-06-10T23:15:00+00:00|BTCUSDT:15m:ob:simple_2c:long:2026-06-10T23:45:00+00:00:2026-06-11T00:00:00+00:00|BTCUSDT:15m:ob:simple_2c:long:2026-06-11T17:00:00+00:00:2026-06-11T17:15:00+00:00|BTCUSDT:15m:ob:simple_2c:long:2026-06-12T07:00:00+00:00:2026-06-12T07:15:00+00:00|BTCUSDT:15m:ob:simple_2c:long:2026-06-12T14:30:00+00:00:2026-06-12T14:45:00+00:00|BTCUSDT:15m:pivot:low:2026-06-10T22:15:00+00:00:61069.5|BTCUSDT:15m:pivot:low:2026-06-10T23:15:00+00:00:61127.4|BTCUSDT:15m:pivot:low:2026-06-11T02:30:00+00:00:61914.6|BTCUSDT:15m:pivot:low:2026-06-11T17:15:00+00:00:62315|BTCUSDT:15m:pivot:low:2026-06-12T06:30:00+00:00:62810|BTCUSDT:15m:pivot:low:2026-06-12T13:30:00+00:00:63010.1|BTCUSDT:15m:pivot:low:2026-06-12T16:00:00+00:00:63477.3|BTCUSDT:1h:fvg:long:2026-06-10T23:00:00+00:00:2026-06-11T00:00:00+00:00:2026-06-11T01:00:00+00:00|BTCUSDT:1h:fvg:long:2026-06-11T02:00:00+00:00:2026-06-11T03:00:00+00:00:2026-06-11T04:00:00+00:00|BTCUSDT:1h:fvg:long:2026-06-11T16:00:00+00:00:2026-06-11T17:00:00+00:00:2026-06-11T18:00:00+00:00|BTCUSDT:1h:fvg:long:2026-06-12T07:00:00+00:00:2026-06-12T08:00:00+00:00:2026-06-12T09:00:00+00:00|BTCUSDT:1h:fvg:long:2026-06-12T13:00:00+00:00:2026-06-12T14:00:00+00:00:2026-06-12T15:00:00+00:00|BTCUSDT:1h:ob:double_3c:long:2026-06-10T10:00:00+00:00:2026-06-10T11:00:00+00:00:2026-06-10T12:00:00+00:00|BTCUSDT:1h:ob:double_3c:long:2026-06-11T15:00:00+00:00:2026-06-11T16:00:00+00:00:2026-06-11T17:00:00+00:00|BTCUSDT:1h:ob:simple_2c:long:2026-06-10T11:00:00+00:00:2026-06-10T12:00:00+00:00|BTCUSDT:1h:ob:simple_2c:long:2026-06-11T02:00:00+00:00:2026-06-11T03:00:00+00:00|BTCUSDT:1h:ob:simple_2c:long:2026-06-11T16:00:00+00:00:2026-06-11T17:00:00+00:00|BTCUSDT:1h:ob:simple_2c:long:2026-06-12T13:00:00+00:00:2026-06-12T14:00:00+00:00|BTCUSDT:1h:pivot:low:2026-06-10T22:00:00+00:00:61069.5|BTCUSDT:1h:pivot:low:2026-06-11T17:00:00+00:00:62315|BTCUSDT:1h:pivot:low:2026-06-12T06:00:00+00:00:62810|BTCUSDT:1h:pivot:low:2026-06-12T13:00:00+00:00:63010.1|BTCUSDT:4h:fvg:long:2026-06-10T20:00:00+00:00:2026-06-11T00:00:00+00:00:2026-06-11T04:00:00+00:00|BTCUSDT:4h:ob:double_3c:long:2026-06-10T04:00:00+00:00:2026-06-10T08:00:00+00:00:2026-06-10T12:00:00+00:00|BTCUSDT:4h:ob:simple_2c:long:2026-06-10T08:00:00+00:00:2026-06-10T12:00:00+00:00|BTCUSDT:4h:ob:simple_2c:long:2026-06-10T20:00:00+00:00:2026-06-11T00:00:00+00:00|BTCUSDT:4h:ob:simple_2c:long:2026-06-11T12:00:00+00:00:2026-06-11T16:00:00+00:00|BTCUSDT:4h:ob:simple_2c:long:2026-06-12T04:00:00+00:00:2026-06-12T08:00:00+00:00|BTCUSDT:4h:pivot:low:2026-06-11T16:00:00+00:00:62315|BTCUSDT:4h:pivot:low:2026-06-12T04:00:00+00:00:62810,63604.3,63791.9,63906.5,short
5,BTCUSDT,btc_range,BTCUSDT:v06-owned-m15:short:2026-06-13T09:45:00+00:00,BTCUSDT:15m:ob:simple_2c:short:2026-06-13T09:30:00+00:00:2026-06-13T09:45:00+00:00,BTCUSDT:5m:ob:simple_2c:short:2026-06-13T09:40:00+00:00:2026-06-13T09:45:00+00:00,m15_m5,at_anchor_close,2026-06-13T10:00:00+00:00,2026-06-13T10:00:00+00:00,63783.0,63785.0,63783.0,BTCUSDT:15m:ob:simple_2c:long:2026-06-13T07:00:00+00:00:2026-06-13T07:15:00+00:00,63700.8,63800.1,63888.1,short
5,BTCUSDT,btc_range,BTCUSDT:v06-owned-m15:long:2026-06-13T11:00:00+00:00,BTCUSDT:15m:ob:simple_2c:long:2026-06-13T10:45:00+00:00:2026-06-13T11:00:00+00:00,BTCUSDT:5m:ob:simple_2c:long:2026-06-13T10:55:00+00:00:2026-06-13T11:00:00+00:00,m15_m5,at_anchor_close,2026-06-13T11:15:00+00:00,2026-06-13T11:15:00+00:00,63812.9,63814.9,63814.9,BTCUSDT:15m:fvg:short:2026-06-12T15:15:00+00:00:2026-06-12T15:30:00+00:00:2026-06-12T15:45:00+00:00|BTCUSDT:15m:pivot:high:2026-06-12T17:00:00+00:00:64080.8,63912.9,63768.4,63694.5,long
5,BTCUSDT,btc_range,BTCUSDT:v06-owned-m15:short:2026-06-17T01:15:00+00:00,BTCUSDT:15m:ob:simple_2c:short:2026-06-17T01:00:00+00:00:2026-06-17T01:15:00+00:00,BTCUSDT:5m:ob:double_3c:short:2026-06-17T01:05:00+00:00:2026-06-17T01:10:00+00:00:2026-06-17T01:15:00+00:00,m15_m5,at_anchor_close,2026-06-17T01:30:00+00:00,2026-06-17T01:30:00+00:00,65763.0,65769.5,65763.0,BTCUSDT:1h:ob:simple_2c:long:2026-06-15T09:00:00+00:00:2026-06-15T10:00:00+00:00,65627.1,65800.1,65810.20000000001,short
5,BTCUSDT,btc_range,BTCUSDT:v06-owned-m15:short:2026-06-19T03:00:00+00:00,BTCUSDT:15m:ob:double_3c:short:2026-06-19T02:30:00+00:00:2026-06-19T02:45:00+00:00:2026-06-19T03:00:00+00:00,BTCUSDT:5m:ob:simple_2c:short:2026-06-19T02:55:00+00:00:2026-06-19T03:00:00+00:00,m15_m5,at_anchor_close,2026-06-19T03:15:00+00:00,2026-06-19T03:15:00+00:00,62951.9,62970.4,62951.9,BTCUSDT:15m:fvg:long:2026-06-18T19:00:00+00:00:2026-06-18T19:15:00+00:00:2026-06-18T19:30:00+00:00|BTCUSDT:1h:pivot:low:2026-06-18T22:00:00+00:00:62703.9,62729.2,63000.1,63076.7,short
