arm,window_index,symbol,environment,scene_family,subtype,delivery_kind,stop_owner,entry_zone_source,authority_id,location_id,side,created_at,entry_time,closed_at,entry_price,initial_stop,initial_target,stop_distance,target_distance,target_r,mfe_r,partial_1r,final_reason,risk_budget,net_r,net_pnl,equity_before,equity_after,sweep_to_delivery_minutes,delivery_to_entry_minutes
D_V03_PLUS_V05_SINGLE_SLOT,0,ETHUSDT,eth_transition,a1_b1_confluence,sweep_reclaim,,,,confluence:ETHUSDT:1h:pivot:high:2025-01-09T09:00:00+00:00:3327.45|m15-m5-delivery:ETHUSDT:15m:sweep_reclaim:short:ETHUSDT:1h:pivot:high:2025-01-09T09:00:00+00:00:3327.45:2025-01-09T15:45:00+00:00|ETHUSDT:5m:pivot:low:2025-01-09T21:30:00+00:00:3206.88|ETHUSDT:5m:ob:simple_2c:short:2025-01-09T21:50:00+00:00:2025-01-09T21:55:00+00:00,ETHUSDT:1h:pivot:high:2025-01-09T09:00:00+00:00:3327.45,short,2025-01-09T22:00:00+00:00,2025-01-09T22:05:00+00:00,2025-01-09T22:10:00+00:00,3206.68,3335.01,3203.77,128.33000000000038,2.9099999999998545,0.022675913660093867,0.163796462245772,False,initial_target,307.16727041946524,0.01236431871407803,3.797914029999661,10238.909013982175,10242.706928012174,,
D_V03_PLUS_V05_SINGLE_SLOT,0,ETHUSDT,eth_transition,m15_ob_m5_liquidity_delivery_first_retest,fvg,fvg,m15_event,fvg_wick_gap,v05-liquidity-delivery:ETHUSDT:15m:ob:double_3c:short:2025-01-09T18:45:00+00:00:2025-01-09T19:00:00+00:00:2025-01-09T19:15:00+00:00|ETHUSDT:5m:m15-location-sweep:short:ETHUSDT:15m:pivot:high:2025-01-10T02:30:00+00:00:3260.52:2025-01-10T04:10:00+00:00|ETHUSDT:5m:delivery:2025-01-10T04:25:00+00:00|fvg,ETHUSDT:15m:ob:double_3c:short:2025-01-09T18:45:00+00:00:2025-01-09T19:00:00+00:00:2025-01-09T19:15:00+00:00,short,2025-01-10T04:35:00+00:00,2025-01-10T04:40:00+00:00,2025-01-10T05:20:00+00:00,3250.88,3264.53,3211.87,13.650000000000091,39.01000000000022,2.857875457875455,0.6,False,volume_spike,307.2812078403652,0.17819709131173225,54.75661745190894,10242.706928012174,10297.463545464083,20.0,5.0
D_V03_PLUS_V05_SINGLE_SLOT,0,ETHUSDT,eth_transition,a1_b1_confluence,break_retest,,,,confluence:ETHUSDT:1h:pivot:low:2025-01-12T01:00:00+00:00:3272.61|m15-m5-delivery:ETHUSDT:15m:break_retest:short:ETHUSDT:1h:pivot:low:2025-01-12T01:00:00+00:00:3272.61:2025-01-12T06:15:00+00:00:2025-01-12T06:30:00+00:00|ETHUSDT:5m:pivot:low:2025-01-12T14:25:00+00:00:3268.6|ETHUSDT:5m:ob:simple_2c:short:2025-01-12T14:50:00+00:00:2025-01-12T14:55:00+00:00,ETHUSDT:1h:pivot:low:2025-01-12T01:00:00+00:00:3272.61,short,2025-01-12T15:00:00+00:00,2025-01-12T15:05:00+00:00,2025-01-12T15:20:00+00:00,3268.14,3273.4900000000002,3263.7,5.350000000000364,4.440000000000055,0.8299065420560285,0.8149532710279208,False,initial_stop,308.92390636392247,-0.9999902425240496,-308.9208920463356,10297.463545464083,9988.542653417748,,
E_V03_BREAK_RETEST_PLUS_V05_SINGLE_SLOT,0,ETHUSDT,eth_transition,m15_ob_m5_liquidity_delivery_first_retest,fvg,fvg,m15_event,fvg_wick_gap,v05-liquidity-delivery:ETHUSDT:15m:ob:simple_2c:short:2025-01-02T17:00:00+00:00:2025-01-02T17:15:00+00:00|ETHUSDT:5m:m15-location-sweep:short:ETHUSDT:15m:pivot:high:2025-01-02T20:15:00+00:00:3474.76:2025-01-03T02:15:00+00:00|ETHUSDT:5m:delivery:2025-01-03T04:20:00+00:00|fvg,ETHUSDT:15m:ob:simple_2c:short:2025-01-02T17:00:00+00:00:2025-01-02T17:15:00+00:00,short,2025-01-03T04:30:00+00:00,2025-01-03T04:35:00+00:00,2025-01-03T05:05:00+00:00,3460.97,3476.34,3441.36,15.370000000000346,19.609999999999673,1.2758620689654672,0.8627195836043894,False,volume_spike,300.0,0.3027954167405884,90.83862502217652,10000.0,10090.838625022176,130.0,5.0
E_V03_BREAK_RETEST_PLUS_V05_SINGLE_SLOT,0,ETHUSDT,eth_transition,m15_ob_m5_liquidity_delivery_first_retest,fvg,fvg,m15_event,fvg_wick_gap,v05-liquidity-delivery:ETHUSDT:15m:ob:simple_2c:long:2025-01-04T19:30:00+00:00:2025-01-04T19:45:00+00:00|ETHUSDT:5m:m15-location-sweep:long:ETHUSDT:15m:pivot:low:2025-01-05T01:45:00+00:00:3629.52:2025-01-05T03:45:00+00:00|ETHUSDT:5m:delivery:2025-01-05T03:55:00+00:00|fvg,ETHUSDT:15m:ob:simple_2c:long:2025-01-04T19:30:00+00:00:2025-01-04T19:45:00+00:00,long,2025-01-05T04:05:00+00:00,2025-01-05T04:20:00+00:00,2025-01-05T04:25:00+00:00,3637.03,3628.14,3644.61,8.890000000000327,7.579999999999927,0.8526434195725139,1.3082114735657173,False,initial_target,302.72515875066523,0.48912482058339285,148.07038895999824,10090.838625022176,10238.909013982175,15.0,15.0
E_V03_BREAK_RETEST_PLUS_V05_SINGLE_SLOT,0,ETHUSDT,eth_transition,m15_ob_m5_liquidity_delivery_first_retest,fvg,fvg,m15_event,fvg_wick_gap,v05-liquidity-delivery:ETHUSDT:15m:ob:double_3c:short:2025-01-09T18:45:00+00:00:2025-01-09T19:00:00+00:00:2025-01-09T19:15:00+00:00|ETHUSDT:5m:m15-location-sweep:short:ETHUSDT:15m:pivot:high:2025-01-10T02:30:00+00:00:3260.52:2025-01-10T04:10:00+00:00|ETHUSDT:5m:delivery:2025-01-10T04:25:00+00:00|fvg,ETHUSDT:15m:ob:double_3c:short:2025-01-09T18:45:00+00:00:2025-01-09T19:00:00+00:00:2025-01-09T19:15:00+00:00,short,2025-01-10T04:35:00+00:00,2025-01-10T04:40:00+00:00,2025-01-10T05:20:00+00:00,3250.88,3264.53,3211.87,13.650000000000091,39.01000000000022,2.857875457875455,0.6,False,volume_spike,307.16727041946524,0.1781945101333333,54.73552128138973,10238.909013982175,10293.644535263564,20.0,5.0
E_V03_BREAK_RETEST_PLUS_V05_SINGLE_SLOT,0,ETHUSDT,eth_transition,a1_b1_confluence,break_retest,,,,confluence:ETHUSDT:1h:pivot:low:2025-01-12T01:00:00+00:00:3272.61|m15-m5-delivery:ETHUSDT:15m:break_retest:short:ETHUSDT:1h:pivot:low:2025-01-12T01:00:00+00:00:3272.61:2025-01-12T06:15:00+00:00:2025-01-12T06:30:00+00:00|ETHUSDT:5m:pivot:low:2025-01-12T14:25:00+00:00:3268.6|ETHUSDT:5m:ob:simple_2c:short:2025-01-12T14:50:00+00:00:2025-01-12T14:55:00+00:00,ETHUSDT:1h:pivot:low:2025-01-12T01:00:00+00:00:3272.61,short,2025-01-12T15:00:00+00:00,2025-01-12T15:05:00+00:00,2025-01-12T15:20:00+00:00,3268.14,3273.4900000000002,3263.7,5.350000000000364,4.440000000000055,0.8299065420560285,0.8149532710279208,False,initial_stop,308.8093360579069,-0.9999982494758008,-308.8087954796912,10293.644535263564,9984.835739783872,,
A_V03_FIRST_REVISIT_LOCKED,1,ETHUSDT,eth_up,a1_b1_confluence,sweep_reclaim,,,,confluence:ETHUSDT:1h:ob:simple_2c:long:2025-07-11T07:00:00+00:00:2025-07-11T08:00:00+00:00|m15-m5-delivery:ETHUSDT:15m:sweep_reclaim:long:ETHUSDT:1h:pivot:low:2025-07-11T11:00:00+00:00:2968.48:2025-07-11T15:00:00+00:00|ETHUSDT:5m:pivot:high:2025-07-11T15:20:00+00:00:2988.11|ETHUSDT:5m:ob:simple_2c:long:2025-07-11T15:30:00+00:00:2025-07-11T15:35:00+00:00,ETHUSDT:1h:ob:simple_2c:long:2025-07-11T07:00:00+00:00:2025-07-11T08:00:00+00:00,long,2025-07-11T15:40:00+00:00,2025-07-11T15:45:00+00:00,2025-07-11T15:55:00+00:00,2984.34,2965.7999999999997,2995.53,18.54000000000042,11.190000000000055,0.6035598705501511,0.11165048543687499,False,initial_stop,300.0,-0.9999604813149746,-299.9881443944924,10000.0,9700.011855605508,,
A_V03_FIRST_REVISIT_LOCKED,1,ETHUSDT,eth_up,a1_b1_confluence,break_retest,,,,confluence:ETHUSDT:15m:ob:simple_2c:long:2025-07-20T02:15:00+00:00:2025-07-20T02:30:00+00:00|m15-m5-delivery:ETHUSDT:15m:break_retest:long:ETHUSDT:1h:pivot:high:2025-07-19T04:00:00+00:00:3609.1:2025-07-20T02:30:00+00:00:2025-07-20T03:15:00+00:00|ETHUSDT:5m:pivot:high:2025-07-20T05:55:00+00:00:3653.25|ETHUSDT:5m:ob:simple_2c:long:2025-07-20T06:35:00+00:00:2025-07-20T06:40:00+00:00,ETHUSDT:15m:ob:simple_2c:long:2025-07-20T02:15:00+00:00:2025-07-20T02:30:00+00:00,long,2025-07-20T06:45:00+00:00,2025-07-20T07:00:00+00:00,2025-07-20T07:20:00+00:00,3651.5,3607.75,3662.64,43.75,11.139999999999873,0.25462857142856854,0.41920000000000335,False,initial_target,291.00035566816524,0.2042845186890009,59.446867595999215,9700.011855605508,9759.458723201507,,
A_V03_FIRST_REVISIT_LOCKED,1,ETHUSDT,eth_up,a1_b1_confluence,break_retest,,,,confluence:ETHUSDT:1h:pivot:high:2025-07-20T03:00:00+00:00:3695|m15-m5-delivery:ETHUSDT:15m:break_retest:long:ETHUSDT:1h:pivot:high:2025-07-20T03:00:00+00:00:3695:2025-07-20T08:30:00+00:00:2025-07-20T09:15:00+00:00|ETHUSDT:5m:pivot:high:2025-07-20T14:35:00+00:00:3752.91|ETHUSDT:5m:ob:simple_2c:long:2025-07-20T14:50:00+00:00:2025-07-20T14:55:00+00:00,ETHUSDT:1h:pivot:high:2025-07-20T03:00:00+00:00:3695,long,2025-07-20T15:00:00+00:00,2025-07-20T15:25:00+00:00,2025-07-20T15:35:00+00:00,3748.95,3694.3399999999997,3771.37,54.61000000000013,22.420000000000073,0.4105475187694565,0.6229628273210017,False,initial_target,292.7837616960452,0.3586196109776215,104.99799872000037,9759.458723201507,9864.456721921508,,
B_V04_PREEXISTING_VALID_EPISODE_LOCKED,1,ETHUSDT,eth_up,preexisting_ob_structure_first_retest,,,,,structure-first-retest:ETHUSDT:15m:ob:simple_2c:short:2025-07-13T14:15:00+00:00:2025-07-13T14:30:00+00:00|ETHUSDT:5m:pivot:low:2025-07-14T00:05:00+00:00:2966.02|2025-07-14T01:25:00+00:00,ETHUSDT:15m:ob:simple_2c:short:2025-07-13T14:15:00+00:00:2025-07-13T14:30:00+00:00,short,2025-07-14T01:30:00+00:00,2025-07-14T02:25:00+00:00,2025-07-14T03:35:00+00:00,2994.66,3020.19,2938.65,25.5300000000002,56.00999999999976,2.193889541715602,0.14022718370544063,False,initial_stop,300.0,-0.9999469881906892,-299.98409645720676,10000.0,9700.015903542793,,
D_V03_PLUS_V05_SINGLE_SLOT,1,ETHUSDT,eth_up,a1_b1_confluence,sweep_reclaim,,,,confluence:ETHUSDT:1h:ob:simple_2c:long:2025-07-11T07:00:00+00:00:2025-07-11T08:00:00+00:00|m15-m5-delivery:ETHUSDT:15m:sweep_reclaim:long:ETHUSDT:1h:pivot:low:2025-07-11T11:00:00+00:00:2968.48:2025-07-11T15:00:00+00:00|ETHUSDT:5m:pivot:high:2025-07-11T15:20:00+00:00:2988.11|ETHUSDT:5m:ob:simple_2c:long:2025-07-11T15:30:00+00:00:2025-07-11T15:35:00+00:00,ETHUSDT:1h:ob:simple_2c:long:2025-07-11T07:00:00+00:00:2025-07-11T08:00:00+00:00,long,2025-07-11T15:40:00+00:00,2025-07-11T15:45:00+00:00,2025-07-11T15:55:00+00:00,2984.34,2965.7999999999997,2995.53,18.54000000000042,11.190000000000055,0.6035598705501511,0.11165048543687499,False,initial_stop,300.0,-0.9999604813149746,-299.9881443944924,10000.0,9700.011855605508,,
D_V03_PLUS_V05_SINGLE_SLOT,1,ETHUSDT,eth_up,a1_b1_confluence,break_retest,,,,confluence:ETHUSDT:15m:ob:simple_2c:long:2025-07-20T02:15:00+00:00:2025-07-20T02:30:00+00:00|m15-m5-delivery:ETHUSDT:15m:break_retest:long:ETHUSDT:1h:pivot:high:2025-07-19T04:00:00+00:00:3609.1:2025-07-20T02:30:00+00:00:2025-07-20T03:15:00+00:00|ETHUSDT:5m:pivot:high:2025-07-20T05:55:00+00:00:3653.25|ETHUSDT:5m:ob:simple_2c:long:2025-07-20T06:35:00+00:00:2025-07-20T06:40:00+00:00,ETHUSDT:15m:ob:simple_2c:long:2025-07-20T02:15:00+00:00:2025-07-20T02:30:00+00:00,long,2025-07-20T06:45:00+00:00,2025-07-20T07:00:00+00:00,2025-07-20T07:20:00+00:00,3651.5,3607.75,3662.64,43.75,11.139999999999873,0.25462857142856854,0.41920000000000335,False,initial_target,291.00035566816524,0.2042845186890009,59.446867595999215,9700.011855605508,9759.458723201507,,
D_V03_PLUS_V05_SINGLE_SLOT,1,ETHUSDT,eth_up,a1_b1_confluence,break_retest,,,,confluence:ETHUSDT:1h:pivot:high:2025-07-20T03:00:00+00:00:3695|m15-m5-delivery:ETHUSDT:15m:break_retest:long:ETHUSDT:1h:pivot:high:2025-07-20T03:00:00+00:00:3695:2025-07-20T08:30:00+00:00:2025-07-20T09:15:00+00:00|ETHUSDT:5m:pivot:high:2025-07-20T14:35:00+00:00:3752.91|ETHUSDT:5m:ob:simple_2c:long:2025-07-20T14:50:00+00:00:2025-07-20T14:55:00+00:00,ETHUSDT:1h:pivot:high:2025-07-20T03:00:00+00:00:3695,long,2025-07-20T15:00:00+00:00,2025-07-20T15:25:00+00:00,2025-07-20T15:35:00+00:00,3748.95,3694.3399999999997,3771.37,54.61000000000013,22.420000000000073,0.4105475187694565,0.6229628273210017,False,initial_target,292.7837616960452,0.3586196109776215,104.99799872000037,9759.458723201507,9864.456721921508,,
E_V03_BREAK_RETEST_PLUS_V05_SINGLE_SLOT,1,ETHUSDT,eth_up,a1_b1_confluence,break_retest,,,,confluence:ETHUSDT:15m:ob:simple_2c:long:2025-07-20T02:15:00+00:00:2025-07-20T02:30:00+00:00|m15-m5-delivery:ETHUSDT:15m:break_retest:long:ETHUSDT:1h:pivot:high:2025-07-19T04:00:00+00:00:3609.1:2025-07-20T02:30:00+00:00:2025-07-20T03:15:00+00:00|ETHUSDT:5m:pivot:high:2025-07-20T05:55:00+00:00:3653.25|ETHUSDT:5m:ob:simple_2c:long:2025-07-20T06:35:00+00:00:2025-07-20T06:40:00+00:00,ETHUSDT:15m:ob:simple_2c:long:2025-07-20T02:15:00+00:00:2025-07-20T02:30:00+00:00,long,2025-07-20T06:45:00+00:00,2025-07-20T07:00:00+00:00,2025-07-20T07:20:00+00:00,3651.5,3607.75,3662.64,43.75,11.139999999999873,0.25462857142856854,0.41920000000000335,False,initial_target,300.0,0.2042851009199973,61.28553027599919,10000.0,10061.285530276,,
E_V03_BREAK_RETEST_PLUS_V05_SINGLE_SLOT,1,ETHUSDT,eth_up,a1_b1_confluence,break_retest,,,,confluence:ETHUSDT:1h:pivot:high:2025-07-20T03:00:00+00:00:3695|m15-m5-delivery:ETHUSDT:15m:break_retest:long:ETHUSDT:1h:pivot:high:2025-07-20T03:00:00+00:00:3695:2025-07-20T08:30:00+00:00:2025-07-20T09:15:00+00:00|ETHUSDT:5m:pivot:high:2025-07-20T14:35:00+00:00:3752.91|ETHUSDT:5m:ob:simple_2c:long:2025-07-20T14:50:00+00:00:2025-07-20T14:55:00+00:00,ETHUSDT:1h:pivot:high:2025-07-20T03:00:00+00:00:3695,long,2025-07-20T15:00:00+00:00,2025-07-20T15:25:00+00:00,2025-07-20T15:35:00+00:00,3748.95,3694.3399999999997,3771.37,54.61000000000013,22.420000000000073,0.4105475187694565,0.6229628273210017,False,initial_target,301.83856590828,0.35867147861051574,108.26088473600038,10061.285530276,10169.546415012,,
A_V03_FIRST_REVISIT_LOCKED,2,BTCUSDT,btc_down_high_vol,a1_b1_confluence,break_retest,,,,confluence:BTCUSDT:1h:pivot:low:2026-01-25T08:00:00+00:00:88100|m15-m5-delivery:BTCUSDT:15m:break_retest:short:BTCUSDT:1h:pivot:low:2026-01-25T08:00:00+00:00:88100:2026-01-25T16:00:00+00:00:2026-01-25T16:30:00+00:00|BTCUSDT:5m:pivot:low:2026-01-25T17:10:00+00:00:87779.9|BTCUSDT:5m:ob:simple_2c:short:2026-01-25T17:25:00+00:00:2026-01-25T17:30:00+00:00,BTCUSDT:1h:pivot:low:2026-01-25T08:00:00+00:00:88100,short,2026-01-25T17:35:00+00:00,2026-01-25T17:40:00+00:00,2026-01-25T18:15:00+00:00,87807.2,88103.70000000001,87477.0,296.50000000001455,330.1999999999971,1.113659359190492,1.3032040472174544,False,initial_target,300.0,0.7673722159999926,230.21166479999778,10000.0,10230.211664799997,,
B_V04_PREEXISTING_VALID_EPISODE_LOCKED,2,BTCUSDT,btc_down_high_vol,preexisting_ob_structure_first_retest,,,,,structure-first-retest:BTCUSDT:15m:ob:simple_2c:long:2026-01-26T20:45:00+00:00:2026-01-26T21:00:00+00:00|BTCUSDT:5m:pivot:high:2026-01-27T14:55:00+00:00:87921.2|2026-01-27T15:10:00+00:00,BTCUSDT:15m:ob:simple_2c:long:2026-01-26T20:45:00+00:00:2026-01-26T21:00:00+00:00,long,2026-01-27T15:15:00+00:00,2026-01-27T15:20:00+00:00,2026-01-27T16:10:00+00:00,87768.8,87489.4,88977.7,279.40000000000873,1208.8999999999942,4.326771653543151,3.238010021474477,True,volume_spike,300.0,1.1028890119522066,330.866703585662,10000.0,10330.866703585662,,
